"","ID","SITE_ID","Temp_bf_201801","Temp_bf_201802","Temp_bf_201803","Temp_bf_201804","Temp_bf_201805","Temp_bf_201806","Temp_bf_201807","Temp_bf_201808","Temp_bf_201809","Temp_bf_201810","Temp_bf_201811","Temp_bf_201812","Temp_bf_201901","Temp_bf_201902","Temp_bf_201903","Temp_bf_201904","Temp_bf_201905","Temp_bf_201906","Temp_bf_201907","Temp_bf_201908","Temp_bf_201909","Temp_bf_201910","Temp_bf_201911","Temp_bf_201912"
"1",1,"Ambakoana",21.164134979248,21.4126091003418,20.8317413330078,19.3271961212158,18.410816192627,16.4452037811279,14.9417533874512,16.1229362487793,16.9129867553711,18.3529300689697,20.1791019439697,21.2346515655518,21.9107074737549,21.5636959075928,21.6550407409668,21.0146389007568,18.5742683410645,16.6520404815674,15.8977966308594,16.0063247680664,17.3121585845947,19.505256652832,21.2028331756592,21.8966445922852
"2",1,"Ambakoana",19.5749206542969,19.9364757537842,19.2296524047852,17.7181148529053,16.80348777771,14.6359405517578,12.9770526885986,14.383770942688,15.3689413070679,17.2565822601318,19.087287902832,19.9777565002441,20.2842216491699,20.1541023254395,20.1799087524414,19.4019336700439,16.8693294525146,14.7542057037354,14.0928058624268,14.2664308547974,16.0833511352539,18.3973560333252,19.9117336273193,20.4423160552979
"3",1,"Ambakoana",20.2760639190674,20.6127433776855,19.9412479400635,18.4744758605957,17.4263515472412,15.3520812988281,13.7755756378174,15.0567722320557,16.076961517334,18.1694564819336,20.049467086792,20.8541355133057,20.943733215332,20.8417625427246,20.8628711700439,20.0982856750488,17.620325088501,15.5645771026611,14.8941888809204,14.9959230422974,16.9699974060059,19.2711009979248,20.7378826141357,21.1390953063965
"4",1,"Ambakoana",20.9622898101807,21.1856479644775,20.6300754547119,19.1206893920898,18.0752925872803,16.1525421142578,14.6385812759399,15.7220525741577,16.5343341827393,18.3037853240967,20.1708984375,21.1649990081787,21.6028614044189,21.3775825500488,21.4589595794678,20.7447185516357,18.3465366363525,16.4040908813477,15.6360301971436,15.6561965942383,17.2035999298096,19.3670616149902,21.0530948638916,21.6975612640381
"5",2,"AngavoBe",19.5749206542969,19.9364757537842,19.2296524047852,17.7181148529053,16.80348777771,14.6359405517578,12.9770526885986,14.383770942688,15.3689413070679,17.2565822601318,19.087287902832,19.9777565002441,20.2842216491699,20.1541023254395,20.1799087524414,19.4019336700439,16.8693294525146,14.7542057037354,14.0928058624268,14.2664308547974,16.0833511352539,18.3973560333252,19.9117336273193,20.4423160552979
"6",3,"AngavoKely",19.5749206542969,19.9364757537842,19.2296524047852,17.7181148529053,16.80348777771,14.6359405517578,12.9770526885986,14.383770942688,15.3689413070679,17.2565822601318,19.087287902832,19.9777565002441,20.2842216491699,20.1541023254395,20.1799087524414,19.4019336700439,16.8693294525146,14.7542057037354,14.0928058624268,14.2664308547974,16.0833511352539,18.3973560333252,19.9117336273193,20.4423160552979
"7",4,"Ankarana_Canyon",25.843282699585,26.6017990112305,26.5247859954834,26.3409252166748,25.5268726348877,24.3869571685791,23.3404121398926,23.4423656463623,24.3581829071045,25.3383083343506,26.6713523864746,27.3424129486084,26.6670913696289,26.5660533905029,27.2213153839111,27.4471912384033,25.9569454193115,24.9320793151855,24.2518329620361,24.2568588256836,25.1088047027588,26.410120010376,27.3701419830322,27.26633644104
"8",5,"Ankarana_Cathedral",25.843282699585,26.6017990112305,26.5247859954834,26.3409252166748,25.5268726348877,24.3869571685791,23.3404121398926,23.4423656463623,24.3581829071045,25.3383083343506,26.6713523864746,27.3424129486084,26.6670913696289,26.5660533905029,27.2213153839111,27.4471912384033,25.9569454193115,24.9320793151855,24.2518329620361,24.2568588256836,25.1088047027588,26.410120010376,27.3701419830322,27.26633644104
"9",6,"Ankarana_Chauves_Souris",24.9093723297119,25.4818019866943,25.3218441009521,24.7190837860107,23.6819286346436,22.4468364715576,21.2589473724365,21.5845489501953,22.3910045623779,23.6718120574951,25.2055892944336,26.3549365997314,25.6330375671387,25.5511302947998,26.1764335632324,25.9764003753662,24.0903491973877,22.8521785736084,22.2452869415283,21.9844493865967,22.9235363006592,24.3105602264404,25.6600456237793,26.4203510284424
"10",7,"Lakato",21.8219604492188,22.0237293243408,21.5483455657959,20.065502166748,19.1985034942627,17.2937240600586,15.8312377929688,17.0191459655762,17.7810974121094,18.9328556060791,20.7713184356689,21.8379096984863,22.6109771728516,22.1908855438232,22.2716064453125,21.7754573822021,19.2820835113525,17.4745998382568,16.7533149719238,16.9274749755859,18.0338802337646,20.3255481719971,21.8919830322266,22.6108112335205
"11",8,"Mahabo",27.6625099182129,27.2371959686279,28.5413970947266,26.4102592468262,25.3561134338379,23.8767738342285,23.2954559326172,24.0622310638428,25.3656177520752,25.1968975067139,27.2131443023682,27.9295196533203,27.3609237670898,27.3663234710693,27.1922378540039,27.2268962860107,25.2716007232666,23.8376331329346,22.7488098144531,24.4327449798584,25.1469383239746,27.8822231292725,28.2520561218262,28.2134017944336
"12",9,"Mahialambo",20.9622898101807,21.1856479644775,20.6300754547119,19.1206893920898,18.0752925872803,16.1525421142578,14.6385812759399,15.7220525741577,16.5343341827393,18.3037853240967,20.1708984375,21.1649990081787,21.6028614044189,21.3775825500488,21.4589595794678,20.7447185516357,18.3465366363525,16.4040908813477,15.6360301971436,15.6561965942383,17.2035999298096,19.3670616149902,21.0530948638916,21.6975612640381
"13",10,"Makira",21.4300861358643,21.5327453613281,21.4615421295166,20.2877101898193,19.2546253204346,17.7558059692383,16.2459468841553,16.8059940338135,17.5463066101074,18.8724117279053,20.4061660766602,21.4482593536377,22.0941410064697,21.9860744476318,22.1306018829346,21.7209510803223,19.5904197692871,17.8914699554443,17.2749919891357,17.0276165008545,17.8412895202637,19.6089630126953,21.2734661102295,22.1695499420166
"14",11,"Mangarivotra",20.9622898101807,21.1856479644775,20.6300754547119,19.1206893920898,18.0752925872803,16.1525421142578,14.6385812759399,15.7220525741577,16.5343341827393,18.3037853240967,20.1708984375,21.1649990081787,21.6028614044189,21.3775825500488,21.4589595794678,20.7447185516357,18.3465366363525,16.4040908813477,15.6360301971436,15.6561965942383,17.2035999298096,19.3670616149902,21.0530948638916,21.6975612640381
"15",12,"Maromizaha",21.164134979248,21.4126091003418,20.8317413330078,19.3271961212158,18.410816192627,16.4452037811279,14.9417533874512,16.1229362487793,16.9129867553711,18.3529300689697,20.1791019439697,21.2346515655518,21.9107074737549,21.5636959075928,21.6550407409668,21.0146389007568,18.5742683410645,16.6520404815674,15.8977966308594,16.0063247680664,17.3121585845947,19.505256652832,21.2028331756592,21.8966445922852
"16",13,"Marotsipohy",20.9622898101807,21.1856479644775,20.6300754547119,19.1206893920898,18.0752925872803,16.1525421142578,14.6385812759399,15.7220525741577,16.5343341827393,18.3037853240967,20.1708984375,21.1649990081787,21.6028614044189,21.3775825500488,21.4589595794678,20.7447185516357,18.3465366363525,16.4040908813477,15.6360301971436,15.6561965942383,17.2035999298096,19.3670616149902,21.0530948638916,21.6975612640381
"17",14,"Marovitsika",19.5749206542969,19.9364757537842,19.2296524047852,17.7181148529053,16.80348777771,14.6359405517578,12.9770526885986,14.383770942688,15.3689413070679,17.2565822601318,19.087287902832,19.9777565002441,20.2842216491699,20.1541023254395,20.1799087524414,19.4019336700439,16.8693294525146,14.7542057037354,14.0928058624268,14.2664308547974,16.0833511352539,18.3973560333252,19.9117336273193,20.4423160552979
